,tokenized
4187,"['효성', '티앤', '씨', '작년', '영업', '이익', '조천억원', '전', '년', '대비', '상승']"
5879,"['코스닥', '내', '린', '장', '종료']"
10196,"['코스닥', '오른', '장', '종료']"
3339,"['우', '크라', '특수', '가스', '막힐라', '美', '반도체', '주', '줄줄이', '하락']"
9831,"['코스닥', '오른', '장', '종료']"
453,"['가뜩이나', '약세', '장', '인데', '공매도', '얻어맞은', '디스플레이', '넷마블']"
2518,"['억', '왕개미', '도화', '난', '삼성', '물산', '윤석열', '당선', '반등', '했지만', '아직', '멀었다']"
4989,"['미국', '긴축', '강화', '우려', '코스피', '하락', '출발', '대']"
483,"['삼', '성', '중공업', '분', '기', '영업', '손실', '억', '원적', '자', '축소']"
6458,"['년', '새', '무려', '하락', '신', '풍', '제', '약', '급락', '개미', '패닉']"
2381,"['외국인', '기', '관매도', '코스피', '장', '초반', '하락', '대', '종합']"
90,"['한국', '사이버', '결제', '분', '기', '영업', '이익', '억원', '작년', '대비', '하락']"
5701,"['뉴욕증시', '불확실', '성', '해소', '급', '반등', '나스닥', '상승', '마감']"
9877,"['카뱅', '상반기', '순', '익', '천', '억', '상승', '작년', '연간', '실적', '초과', '종합']"
10315,"['곰표밀', '맥주', '인기', '리테일', '분기', '영업', '이익', '상승', '종합']"
9193,"['코스닥', '내린', '개장']"
7053,"['휴', '젤', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승', '종합']"
9175,"['코스피', '하락', '마감', '대']"
6808,"['코스피', '내린', '개장']"
4810,"['외국인', '돌아왔지만', '코스피', '개', '기관', '동반', '매도', '강', '보합']"
4305,"['무디스', '엔', '솔', '모회사', '화학', '신', '용도', '긍정', '적']"
3561,"['하나', '금융', '지주', '작년', '영업', '이익', '조천억원', '전', '년', '대비', '상승']"
2700,"['투자', '대', '통운', '목표', '하향', '배송', '차질', '비용', '증가']"
156,"['코스피', '내린', '개장']"
5849,"['물가', '금리', '상', '승기', '달러', '美', '유망']"
489,"['투', '운용', '액티브', '펀드', '하락', '장', '에도', '수익', '낸', '비결']"
879,"['현', '대위', '아', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
5418,"['하이닉스', '인텔', '낸드', '수로', '목표', '상승', '투자', '연', '금리', '로']"
10912,"['현기증', '나게', '오른다', '달', '에만', '상승', '카겜', '만', '게임', '즈', '등', '극']"
4912,"['뉴욕증시', '美', '고용', '지표', '부진', '하락', '출발']"
1717,"['해외여행', '재개', '기', '대감', '대한항공', '하나투어', '브랜드', '가치', '급등']"
5245,"['신', '성장', '쌍', '두', '마차', '메타', '버스', '엔', '터', '株', '상승', '이끈다']"
1825,"['코스피', '오른', '개장']"
4434,"['코스피', '장', '초반', '대', '하락', '외국인', '기관', '순', '매도', '종합']"
8656,"['수출', '업체', '고물', '량', '외국인', '자금', '유입', '원', '달러', '환율', '원', '오른', '원', '마감']"
10321,"['미래에셋', '증권', '분기', '영업', '이익', '천억원', '작년', '대비', '상승']"
3371,"['코스피', '장', '초반', '하락', '전환', '선하', '회', '종합']"
1630,"['코스피', '내', '린', '장', '종료']"
627,"['해외', '주식', '포커스', '록히드', '마틴', '러', '우', '크라', '전쟁', '효과', '올', '상승']"
241,"['공매도', '비중', '넘는', '종목', '월', '주가', '살펴보니']"
541,"['효성', '첨단', '소재', '분기', '영업', '이익', '천억원', '상승']"
3436,"['코스피', '장초', '반선', '붕괴', '대', '하락']"
2079,"['줌', '종목', '휴먼', '기', '대감', '마인', '즈', '랩', '급등']"
661,"['한미', '사이언스', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
1910,"['뉴욕증시', '지정학적', '위기', '긴축', '우려', '혼', '조', '다우', '상승', '마감']"
4008,"['창사', '이래', '최대', '영업', '익', '인건비', '전쟁', '으로', '조원', '못', '미쳐', '종합', '보']"
8308,"['코스피', '사흘', '만에', '반등', '성공', '마감']"
1438,"['코스피', '하락', '출발', '장', '중대로', '밀려']"
9787,"['코스닥', '내', '린', '장', '종료']"
4862,"['생', '건아', '모레', '분기', '실적', '우려', '급락', '목표', '가줄', '하향', '종합', '보']"
5577,"['코스닥', '내', '린', '장', '종료']"
4370,"['작년', '상', '장사', '유상증자', '조', '천여', '억', '원', '증가']"
4668,"['지하', '뚫고', '땅굴', '파네', '크래', '프톤', '두', '달', '새시', '총', '조', '증발']"
1797,"['코스피', '오른', '장', '종료']"
8870,"['헝', '우려', '코스피', '원화', '출렁', '변동성', '확대', '우려', '종합']"
10682,"['규제', '공포', '증시', '천조원', '넘게', '증발', '中', '시스템', '우려', '없다', '종합']"
3069,"['거래', '대금', '쪼그라들고', '예', '탁금', '신용', '잔고', '최저', '대선', '전쟁', '테마주', '만', '판친다']"
7903,"['하이닉스', '분기', '영업', '이익', '조천억원', '작년', '대비', '상승']"
8400,"['분기', '개미', '매수', '톱', '수익률', '모두', '마이너스']"
9915,"['아톤', '상반기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
7521,"['뉴욕증시', '정례', '회의', '앞두고', '상승', '출발']"
3346,"['우크라이나', '발', '불안', '코스피', '거래', '일만', '대로', '하락', '종합']"
2586,"['이노', '텍', '분기', '최대', '실적', '선점', '무관', '골드', '스탁', '재원', '으로']"
9448,"['美', '증시', '지표', '부진', '속', '하락', '마감', '다우', '하락']"
7547,"['홍콩', '아시아', '금융허브', '서', '밀려나나', '외국', '기업', '떠나고', '순위', '하락']"
8608,"['코로나', '치료', '알약', '기', '대감', '뉴욕증시', '썩다우', '상승']"
7651,"['증권', '목표', '잇따라', '상향', '저', '점', '매수', '연', '금리', '로']"
168,"['과거', '금리', '인상', '기업', '종별', '주가', '車', '상승', '보험', '통신', '떨어져']"
6055,"['코스닥', '오른', '개장']"
4921,"['만원', '깨지다니', '크래', '프톤', '장', '중주', '최저', '경신']"
10173,"['대어', '크래', '프톤', '증시', '데뷔', '주가', '최대', '변수']"
84,"['분기', '영업', '이익', '억원', '작년', '동', '기', '대비', '하락', '종합']"
112,"['제일제당', '분기', '영업', '이익', '증가', '바이오', '사업', '상승', '종합']"
1523,"['기술', '주', '나스닥', '달새', '뛰었는데', '월', '거물', '경고']"
640,"['두산', '밥캣', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
10854,"['코스닥', '오른', '개장']"
1490,"['뉴욕증시', '연', '준', '긴축', '예', '채권', '금리', '급등', '나스닥', '하락']"
4742,"['코스피', '오른', '개장']"
4088,"['앤', '씨', '작년', '영업', '이익', '천억원', '건설업', '계', '최대', '종합']"
8597,"['대체', '무슨', '종목', '사야하나', '목표', '주가', '오른', '기업']"
9099,"['코스닥', '내린', '개장']"
7814,"['삼성', '證', '투자', '스쿨', '수료', '자', '절반', '이상', '하락', '장', '서', '수익']"
9295,"['코스피', '오른', '마감']"
3625,"['오리온', '작년', '영업', '익', '천억원', '하락', '원', '재료', '-', '물류', '비급', '등', '영향', '종합']"
202,"['사람인', '분', '기역', '대', '최대', '실적', '온라인', '기', '업설', '명', '회', '개최']"
3863,"['코스피', '거래', '일', '째', '상승', '마감', '선', '회복']"
5068,"['지난', '해국', '내주', '식', '조원', '던진', '국민연금', '새해', '에도', '순', '매도', '지속']"
8050,"['코스피', '내', '린', '장', '종료']"
1828,"['뉴욕', '증', '시러', '협상', '기', '대유', '하락', '상승', '다우', '상승', '마감']"
205,"['미국증시', '폭락', '여파', '코스피', '대', '하락', '출발']"
5738,"['차량', '용', '반도체', '대란', '수', '혜주', '애플', '주가', '상승', '수', '혜주']"
3494,"['대형', '화재', '내부자거래', '의혹', '에코', '프로비', '엠악재', '딛고', '반등', '할까', '상승']"
2751,"['차전지', '株', '반', '등기', '대감', '커져', '대비', '무관', '야', '호스', '탁', '자금', '으로']"
7658,"['이노', '분기', '영업', '이익', '천억원', '윤활유', '사업', '역대', '최대', '흑자', '종합']"
7723,"['현', '대', '모비스', '분기', '영업', '이익', '천억원', '작년', '대비', '하락']"
10582,"['뉴욕증시', '실망', '에도', '상승', '출발']"
2554,"['뉴욕증시', '러시', '아산', '원유', '금수', '조', '치우려에', '하락', '출발']"
7710,"['보전', '자', '분기', '매출', '역대', '최대', '분기', '기준', '첫', '조', '원', '돌파']"
4983,"['효성', '티앤', '씨', '의류', '수요', '증가', '수혜', '투자', '무관', '야', '호스', '탁', '자금', '으로']"
7630,"['분기', '영업', '이익', '억원', '작년', '동', '기', '대비', '상승']"
761,"['기업', '공개', '유상증자', '감소', '월', '주식', '발행', '줄었다']"
6026,"['반도체', '대', '장주', '삼', '성전', '자', '하이닉스', '상승', '삼천', '피', '눈앞']"
7446,"['코오롱', '더분기', '영업', '이익', '억원', '작년', '동', '기', '대비', '상승', '종합']"
1877,"['유안', '타', '증권', '생활', '건강', '목표', '하향', '면', '세', '매출', '감소']"
4971,"['코스닥', '내', '린', '장', '종료']"
4815,"['코스닥', '내', '린', '장', '종료']"
10639,"['대우조선', '해', '양', '건설', '기업', '신용등급', '평가', '-', '획득', '단계', '상승']"
3097,"['코스닥', '내린', '개장']"
10592,"['부진', '코스피', '기관', '어떤', '종목', '담았나', '보니']"
3697,"['파크', '시스템스', '작년', '영업', '이익', '억', '원전', '년', '대비', '상승']"
3336,"['우크라이나', '전쟁', '우려', '금융시장', '불안', '코스피', '무너져', '종합', '보']"
2680,"['물탄', '개미', '어쩌나', '화학', '장', '중', '하락', '주', '신저', '또', '경신']"
8345,"['코스피', '내', '린', '장', '종료']"
5880,"['이런', '적', '없었다', '美', '들자', '사', '주', '대거', '매도', '이유']"
9414,"['엔씨', '공매도', '울', '화학', '대체', '株', '에밀', '려']"
7325,"['못', '오른', '경', '기', '방어', '株', '음식', '료', '주목', '저', '점', '매수', '연', '금리', '로']"
575,"['한국', '조선해', '양', '분기', '영업', '손실', '천억원', '적자', '전환']"
6975,"['美', '증시', '인플레이션', '경', '계속', '혼', '조', '다우', '하락']"
4943,"['폭락', '중', '나스닥', '시작', '불과', '웰스파고', '상반기', '떨어질것', '전기차', '샛별', '리', '비안', '몰락하나', '안드로이드', '택', '메타']"
3986,"['증시', '한파', '속', '목표', '주', '가가', '장', '많이', '오른', '종목']"
7361,"['갯', '마을', '차차차', '스튜디오', '드래곤', '분기', '영업', '이익', '억', '원전', '년비', '하락']"
6882,"['코스피', '외인', '매수', '상승', '출발', '장', '중선', '회복', '종합']"
3316,"['코스닥', '오른', '개장']"
3321,"['뉴욕증시', '지정학적', '긴장', '완화', '상승', '출발']"
2091,"['만', '원', '코앞', '엔', '솔', '시', '총', '위', '탈환', '후거', '래일', '연속', '상승']"
4646,"['모건', '씨티', '대형', '은행', '株', '하락', '자', '앤트']"
10791,"['신한카드', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
11043,"['클릭', '해외', '증시', '종목', '코로나', '재', '확산', '미국', '판배민', '도어', '대시', '반등']"
3254,"['코스피', '장', '초반', '대', '상승세', '외국인', '순', '매', '수', '종합']"
2675,"['뉴욕증시', '우', '크라', '핵', '위기', '우려', '하락', '출발']"
4803,"['실적', '시즌', '앞두고', '기업', '정점', '찍었다', '경', '고음']"
5601,"['코스피', '장', '초반', '하락', '세', '선하', '회']"
4195,"['효성', '작년', '영업', '이익', '천억원', '전', '년', '대비', '상승']"
2648,"['코스닥', '내린', '개장']"
8816,"['배터리', '소재', '장', '비주', '또', '급등', '엘', '앤', '에프', '테슬라', '수', '주기', '대', '쑥']"
